,text,user,user_location,screem_name,account_date_cr,nb_followers,profile_color,tweet_id,tweet_date,nb_retweeted,tweet coordinates
0,"RT @bestgraders1: Reach out for help in your
 #homework
#Essay
#FALLSEMESTER 
#Python 
#Thesis
#Literature 
#Theology 
#finance 
#economicsâ€¦","Interested in using #Python for #DataScience. A bot maintained by 
@AlexBetts. Retweets are not endorsements. For #rstats, check out my other bot @rstats4ds.",,py_data_sci,2020-07-30 08:33:21,3985,F5F8FA,1442808692748005376,2021-09-28 11:09:33,0,
